record,age,sex,grade,race4,qn16,qn17,qn19,qn20,qn21,qn24,qn25,qn27,qn28,qn29,qn30,qn33,qn37,qn43,qn45,qn47,qn50,qn51,qn52,qn53,qn54,qn55,qn56,qn57
1116790,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116791,4,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116792,4,1,1,3,1,2,2,2,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116793,4,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,NA,1,2,NA,2,2,2,2,2,2,2,2
1116794,4,1,2,4,2,2,2,2,2,2,2,1,2,NA,NA,2,2,NA,2,NA,2,2,2,2,2,2,2,2
1116795,4,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116796,4,1,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116797,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116798,4,1,1,3,2,2,1,1,2,2,2,2,2,2,2,NA,2,NA,2,1,2,2,2,2,2,2,2,2
1116799,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2
1116800,4,1,1,4,2,2,2,2,1,2,1,1,2,NA,NA,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116801,4,1,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116802,4,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1116803,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116804,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116805,4,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1116806,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2
1116807,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116808,4,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2
1116809,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2
1116810,4,1,2,2,1,2,2,1,2,2,1,1,1,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,2,2
1116811,4,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1116812,4,1,1,3,1,2,1,1,2,2,2,2,2,2,2,NA,2,NA,NA,1,2,2,2,2,2,2,2,2
1116813,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116814,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
1116815,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116816,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116817,4,1,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116818,4,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116819,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116820,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116821,4,1,2,4,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2
1116822,4,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116823,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116824,4,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1116825,4,1,2,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116826,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1116827,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116828,4,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2
1116829,4,1,2,2,2,2,2,2,2,2,2,1,NA,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116830,4,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116831,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116832,4,1,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116833,4,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1116834,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116835,5,1,1,4,1,2,2,2,2,2,2,NA,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2
1116836,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116837,5,1,2,3,2,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,1
1116838,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2
1116839,5,1,1,4,1,1,1,2,2,1,NA,NA,NA,2,2,1,2,NA,NA,NA,2,1,2,2,2,2,1,2
1116840,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116841,5,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
1116842,5,1,3,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2
1116843,5,1,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1116844,5,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116845,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116846,5,1,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116847,5,1,2,2,2,2,2,2,2,1,2,1,1,NA,NA,1,2,1,2,1,2,2,2,2,2,2,2,2
1116848,5,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116849,5,1,2,2,2,1,1,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116850,5,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116851,5,1,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,2,2,2
1116852,5,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116853,5,1,3,3,2,2,2,2,2,2,2,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116854,5,1,2,3,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116855,5,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2
1116856,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116857,5,1,2,3,2,2,2,2,2,2,2,1,1,1,2,2,2,NA,NA,2,2,1,2,2,2,2,2,2
1116858,5,1,3,3,2,2,2,2,2,2,2,1,1,NA,NA,2,2,2,2,1,2,2,2,2,2,2,2,2
1116859,5,1,3,3,2,2,2,2,2,2,2,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116860,5,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116861,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116862,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,NA,2,2,2,2,2
1116863,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116864,5,1,2,4,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116865,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116866,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116867,5,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116868,5,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116869,5,1,3,3,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2
1116870,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116871,5,1,3,4,2,1,2,2,NA,2,2,2,NA,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116872,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116873,5,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116874,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116875,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1116876,5,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116877,5,1,3,3,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116878,5,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116879,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116880,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116881,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116882,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116883,5,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,1,2
1116884,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,2,2,2,2,2,2,2
1116885,5,1,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,NA,2,2,2,2,2
1116886,5,1,3,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,1,1,1,2,2,2,2,2,2,2,2
1116887,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116888,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116889,5,1,3,3,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
1116890,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116891,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116892,5,1,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116893,5,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1116894,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116895,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116896,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116897,5,1,2,3,1,1,NA,2,1,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116898,5,1,2,2,2,NA,1,2,1,2,2,1,1,2,2,2,2,1,2,NA,2,1,2,2,2,2,2,2
1116899,5,1,3,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2
1116900,5,1,3,2,1,1,2,1,1,1,1,2,1,NA,NA,1,2,1,NA,1,2,2,2,2,2,2,2,1
1116901,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116902,5,1,3,2,2,2,2,1,2,2,2,2,2,1,2,NA,2,1,2,NA,2,2,2,2,2,2,2,2
1116903,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116904,5,1,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116905,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116906,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1116907,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2
1116908,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2
1116909,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116910,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116911,5,1,3,2,2,2,2,1,2,1,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,2,2
1116912,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116913,5,1,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
1116914,5,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
1116915,5,1,3,4,2,2,2,2,1,2,2,1,2,NA,NA,2,2,2,2,2,2,1,2,2,2,2,2,2
1116916,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116917,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116918,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116919,5,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116920,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116921,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116922,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116923,5,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116924,5,1,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116925,5,1,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116926,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116927,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116928,5,1,3,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116929,5,1,2,NA,1,1,1,1,2,2,1,NA,1,1,1,NA,2,NA,NA,2,2,2,2,2,2,2,2,2
1116930,5,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
1116931,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116932,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
1116933,5,1,3,3,2,2,2,2,2,2,2,1,2,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116934,5,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2
1116935,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
1116936,5,1,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116937,5,1,2,3,1,2,2,2,1,1,1,2,2,2,2,2,2,1,NA,2,2,1,2,2,2,2,2,2
1116938,5,1,3,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2
1116939,5,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
1116940,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1116941,5,1,2,1,1,2,2,2,2,2,2,2,1,NA,NA,2,2,1,2,1,2,1,2,2,2,2,2,2
1116942,5,1,2,NA,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116943,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116944,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116945,5,1,3,1,2,2,2,2,2,2,2,1,1,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,2
1116946,5,1,3,3,2,1,2,1,1,1,1,2,2,2,2,NA,1,1,2,1,2,2,2,2,2,2,2,2
1116947,5,1,3,4,2,2,2,2,2,2,2,2,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116948,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116949,5,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116950,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116951,5,1,1,4,2,2,2,2,2,1,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2
1116952,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116953,5,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116954,5,1,1,3,2,2,2,2,2,1,1,2,2,2,2,NA,2,1,2,1,2,1,2,2,2,2,2,2
1116955,5,1,3,3,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116956,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116957,5,1,2,3,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2
1116958,5,1,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116959,5,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1116960,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2
1116961,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116962,5,1,2,4,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,2,1,1,1,1
1116963,5,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116964,5,1,2,3,1,2,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2
1116965,5,1,1,2,2,1,2,1,NA,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2
1116966,5,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,1,2,1,2,2,2,1,2,2
1116967,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116968,5,1,2,2,2,1,1,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116969,5,1,2,3,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116970,5,1,2,3,2,2,1,2,2,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116971,5,1,2,3,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116972,5,1,4,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116973,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116974,5,1,2,3,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,NA,1,2,1,2,2,2,1,1,2
1116975,5,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116976,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
1116977,5,1,2,3,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
1116978,5,1,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,1,2,2,2,2,2,2,1,2
1116979,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116980,5,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2
1116981,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2
1116982,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2
1116983,5,1,3,4,1,2,2,2,2,2,2,1,1,1,2,NA,NA,NA,2,1,2,2,2,2,2,2,2,2
1116984,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116985,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116986,5,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,1,1,2,2,2,2,2,2
1116987,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116988,5,1,3,2,2,2,2,1,2,2,2,2,2,NA,NA,2,2,NA,2,1,2,2,2,2,2,2,2,2
1116989,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,1,2,2,2,2
1116990,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116991,5,1,3,4,1,2,2,2,2,2,2,2,2,NA,NA,2,2,1,2,2,1,2,2,1,2,2,2,2
1116992,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1116993,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1116994,5,1,3,3,2,2,2,2,1,2,2,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116995,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1116996,5,1,3,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2
1116997,5,1,3,NA,2,1,2,1,2,1,1,2,2,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,2,2
1116998,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
1116999,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117000,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2
1117001,5,1,2,4,2,2,1,1,2,1,1,1,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,2,2
1117002,5,1,3,2,1,2,2,2,2,2,2,1,1,1,2,2,2,NA,2,1,2,2,2,2,2,2,2,2
1117003,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117004,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117005,5,1,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
1117006,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117007,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117008,5,1,2,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,1,2,2,2
1117009,5,1,2,3,2,2,2,1,2,2,2,2,1,2,2,NA,2,1,2,2,2,2,2,2,2,2,2,2
1117010,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117011,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2
1117012,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
1117013,5,1,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1117014,5,1,1,2,1,2,2,1,2,2,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117015,5,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1117016,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
